1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,#,Sign gloss,Compound signs,Session,Scene,XML,MOV,Gloss start,Gloss end,Dominant handshape IDs,Non-dominant handshape IDs,Dominant handshape frames,Non-dominant handshape frames,uta Gloss start,uta Gloss end,uta no,uta hand annotation
1,79,all2,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,554,574,NaN,NaN,NaN,NaN,554,574,3098,1
1,36,accident1,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,680,694,NaN,NaN,NaN,NaN,680,694,3091,1
1,50,adopt,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,968,979,NaN,NaN,NaN,NaN,968,979,3092,1
1,54,advise,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,1118,1150,NaN,NaN,NaN,NaN,1118,1150,3093,1
1,63,again,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,1713,1735,NaN,NaN,NaN,NaN,1713,1735,3094,1
1,71,airplane,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,1979,2014,NaN,NaN,NaN,NaN,0,0,0,0
1,68,agree_correspond,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,2110,2148,NaN,NaN,NaN,NaN,2110,2148,3095,1
1,74,all,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,2370,2404,NaN,NaN,NaN,NaN,2370,2404,3096,1
1,78,all_right,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,2516,2554,NaN,NaN,NaN,NaN,2516,2554,3097,1
1,100,any,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,2648,2673,NaN,NaN,NaN,NaN,2648,2673,3100,1
1,99,answer-fr,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,2787,2808,NaN,NaN,NaN,NaN,2787,2808,3099,1
1,106,apple,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,2916,2945,NaN,NaN,NaN,NaN,2916,2945,3101,1
1,113,appointment2,NaN,2007_05_24,6,NaN,mov/ASL_2007_05_24/scene6-camera1.mov,3034,3068,NaN,NaN,NaN,NaN,3034,3068,3102,1
1,128,art,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,308,343,NaN,NaN,NaN,NaN,308,343,3104,1
1,118,approximately,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,442,505,NaN,NaN,NaN,NaN,442,505,3103,1
1,129,article,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,591,612,NaN,NaN,NaN,NaN,591,612,3105,1
1,160,awful2,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,873,892,NaN,NaN,NaN,NaN,873,892,3108,1
1,161,awkward,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,1010,1060,NaN,NaN,NaN,NaN,1010,1060,3109,1
1,141,atlanta,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,1151,1182,NaN,NaN,NaN,NaN,1151,1182,3106,1
1,192,baseball,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,1291,1330,NaN,NaN,NaN,NaN,1291,1330,3112,1
1,150,aunt-fr,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,1436,1454,NaN,NaN,NaN,NaN,1436,1454,3107,1
1,216,become,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,2011,2044,NaN,NaN,NaN,NaN,0,0,0,0
1,173,bad,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,2144,2176,NaN,NaN,NaN,NaN,2144,2176,3110,1
1,227,behavior-n2,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,2295,2349,NaN,NaN,NaN,NaN,2295,2349,3114,1
1,184,baltimore,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,2586,2614,NaN,NaN,NaN,NaN,2586,2614,3111,1
1,322,bread,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,2729,2787,NaN,NaN,NaN,NaN,2729,2787,3120,1
1,221,beer,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,2879,2933,NaN,NaN,NaN,NaN,2879,2933,3113,1
1,328,breakfast,NaN,2007_05_24,7,NaN,mov/ASL_2007_05_24/scene7-camera1.mov,3018,3049,NaN,NaN,NaN,NaN,0,0,0,0
1,255,bird,NaN,2007_05_24,8,NaN,mov/ASL_2007_05_24/scene8-camera1.mov,639,686,NaN,NaN,NaN,NaN,639,686,3115,1
1,344,building1,NaN,2007_05_24,8,NaN,mov/ASL_2007_05_24/scene8-camera1.mov,780,828,NaN,NaN,NaN,NaN,780,828,3122,1
1,353,busy2,NaN,2007_05_24,8,NaN,mov/ASL_2007_05_24/scene8-camera1.mov,923,974,NaN,NaN,NaN,NaN,923,974,3123,1
1,283,blue,NaN,2007_05_24,8,NaN,mov/ASL_2007_05_24/scene8-camera1.mov,1069,1113,NaN,NaN,NaN,NaN,1069,1113,3116,1
1,358,buy,NaN,2007_05_24,8,NaN,mov/ASL_2007_05_24/scene8-camera1.mov,1196,1234,NaN,NaN,NaN,NaN,1196,1234,3124,1
1,295,bored,NaN,2007_05_24,8,NaN,mov/ASL_2007_05_24/scene8-camera1.mov,1336,1369,NaN,NaN,NaN,NaN,1336,1369,3117,1
1,372,camping,NaN,2007_05_24,8,NaN,mov/ASL_2007_05_24/scene8-camera1.mov,1467,1517,NaN,NaN,NaN,NaN,1467,1517,3127,1
1,373,can1,NaN,2007_05_24,8,NaN,mov/ASL_2007_05_24/scene8-camera1.mov,1626,1647,NaN,NaN,NaN,NaN,1626,1647,3128,1
1,300,boss2,NaN,2007_05_24,8,NaN,mov/ASL_2007_05_24/scene8-camera1.mov,1752,1784,NaN,NaN,NaN,NaN,1752,1784,3118,1
